,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE
2016-06-11,627.7124999999999,61.65875,21.799999999999997,16.9275,24.191249999999997,25.1,6.637499999999999,11.849999999999998,36.735,33.69749999999999,8.037500000000001,30.317499999999995,28.425,20.625,7.2175,21.475,14.15875,44.01,4.499999999999999,3.075,26.09375,30.765,13.73375,10.57,34.995,20.6675,11.962499999999999,19.6525,40.08125,110.1375,465.31874999999997,132.28750000000002,1035.1725000000001,627.625,57.58749999999999,581.9837500000001
2016-06-12,629.4999999999999,62.06833333333333,21.97,16.971666666666664,24.231666666666666,25.185000000000002,6.633333333333333,11.83333333333333,37.095,33.72999999999999,8.066666666666668,30.52333333333333,28.45,20.775000000000002,7.2,21.834999999999997,14.191666666666665,44.15666666666666,4.499999999999999,3.033333333333333,25.98,31.156666666666666,13.715000000000002,10.583333333333334,35.041666666666664,20.791666666666668,11.916666666666666,19.683333333333334,40.20166666666666,110.44,466.5766666666666,132.43500000000003,1036.61,629.6833333333334,57.783333333333324,582.6616666666667
2016-06-13,628.4833333333332,62.15,22.118333333333336,16.985,24.231666666666666,25.111666666666668,6.5666666666666655,11.766666666666664,37.12166666666666,33.70166666666666,7.966666666666666,30.551666666666666,28.600000000000005,20.708333333333332,7.2,22.123333333333335,14.146666666666668,44.21,4.483333333333332,2.966666666666667,25.88333333333334,30.625,13.714999999999998,10.53,35.13833333333333,20.868333333333332,11.816666666666668,19.87333333333333,39.711666666666666,109.90333333333332,466.8233333333333,131.91833333333332,1037.4199999999998,628.5333333333333,57.81666666666666,583.01
2016-06-14,626.4666666666666,61.98666666666667,22.161666666666665,16.87333333333333,24.183333333333334,24.935000000000002,6.516666666666666,11.649999999999997,36.23333333333333,33.646666666666654,7.8500000000000005,30.421666666666667,28.66666666666667,20.743333333333332,7.375,22.581666666666667,14.113333333333335,44.10333333333333,4.433333333333333,2.95,25.820000000000004,29.849999999999998,13.655,10.45,35.18666666666667,20.755,11.75,19.985,39.345,109.50166666666667,465.24500000000006,131.985,1038.8066666666666,625.8833333333333,57.76666666666667,583.2166666666666
2016-06-15,624.5499999999998,61.49333333333333,22.16333333333333,16.746666666666666,24.088333333333335,24.875,6.483333333333332,11.633333333333331,35.91499999999999,33.60499999999999,7.783333333333334,30.2,28.566666666666666,20.941666666666666,7.691666666666667,23.16,13.988333333333335,43.89000000000001,4.483333333333332,2.95,25.725000000000005,29.183333333333334,13.549999999999999,10.396666666666667,35.03,20.501666666666665,11.700000000000001,19.968333333333334,39.163333333333334,109.36833333333333,462.20166666666665,132.85000000000002,1039.2866666666666,623.2833333333333,57.93333333333334,582.8016666666666
2016-06-16,625.3249999999999,61.5975,22.4975,16.72375,24.10875,24.8675,6.487499999999999,11.624999999999998,36.03375,33.614999999999995,7.8125,30.263749999999998,28.5875,21.0925,7.7875000000000005,23.31625,13.98375,43.89,4.549999999999999,2.9375,25.613750000000003,29.07125,13.48625,10.379999999999999,34.958749999999995,20.4625,11.700000000000001,19.94875,39.21,109.7375,461.80875000000003,134.08375,1038.80875,623.7125,58.2875,582.87625
2016-06-17,624.5899999999999,61.215999999999994,22.768,16.66,24.119,24.845,6.469999999999999,11.62,36.123999999999995,33.611999999999995,7.8,30.157999999999998,28.49,21.128000000000004,7.815,23.146,13.963,43.952999999999996,4.56,2.93,25.555,28.794999999999998,13.412,10.346,34.849000000000004,20.343,11.67,19.908,39.128,109.798,460.37399999999997,134.45700000000002,1037.2369999999999,622.76,58.42999999999999,582.74
2016-06-18,624.3375,61.043749999999996,22.96125,16.59125,24.10625,24.81125,6.462499999999999,11.6,36.092499999999994,33.60249999999999,7.8,30.084999999999997,28.45,21.268750000000004,7.928750000000001,23.35875,13.9475,43.888749999999995,4.5874999999999995,2.925,25.48,28.63,13.34,10.32,34.74125,20.24875,11.675,19.865000000000002,39.16625,109.93875,459.19124999999997,135.16625000000002,1037.4187499999998,622.2375000000001,58.6125,582.50375
2016-06-19,624.8666666666667,60.92166666666666,23.263333333333335,16.57166666666667,24.11833333333333,24.814999999999998,6.466666666666665,11.6,36.37499999999999,33.603333333333325,7.816666666666666,30.09,28.433333333333334,21.418333333333337,8.038333333333334,23.411666666666672,13.924999999999999,43.88833333333333,4.649999999999999,2.9166666666666665,25.405,28.461666666666662,13.280000000000001,10.303333333333335,34.656666666666666,20.17,11.633333333333333,19.85666666666667,39.22833333333333,110.17333333333335,458.4533333333333,135.99333333333334,1036.4833333333333,622.4666666666667,58.94999999999999,582.4799999999999
2016-06-20,624.0499999999998,60.26500000000001,23.82166666666667,16.458333333333332,24.323333333333334,24.74,6.399999999999999,11.666666666666664,36.309999999999995,33.961666666666666,7.783333333333334,30.041666666666668,28.166666666666668,21.400000000000002,7.978333333333333,22.896666666666665,13.910000000000002,44.04666666666666,4.616666666666666,2.9,25.630000000000006,28.40166666666667,13.19,10.3,34.379999999999995,20.041666666666668,11.550000000000002,19.73,39.041666666666664,110.30833333333334,455.84499999999997,136.31166666666664,1034.3016666666665,621.4166666666666,58.98333333333333,587.2833333333333
