Year,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE,VNINDEX_is_outlier,VNINDEX_Cleaned,BVH_is_outlier,BVH_Cleaned,CSM_is_outlier,CSM_Cleaned,CTG_is_outlier,CTG_Cleaned,CII_is_outlier,CII_Cleaned,DPM_is_outlier,DPM_Cleaned,FLC_is_outlier,FLC_Cleaned,EIB_is_outlier,EIB_Cleaned,DRC_is_outlier,DRC_Cleaned,FPT_is_outlier,FPT_Cleaned,HAG_is_outlier,HAG_Cleaned,HCM_is_outlier,HCM_Cleaned,GMD_is_outlier,GMD_Cleaned,HPG_is_outlier,HPG_Cleaned,IJC_is_outlier,IJC_Cleaned,HSG_is_outlier,HSG_Cleaned,MBB_is_outlier,MBB_Cleaned,MSN_is_outlier,MSN_Cleaned,ITA_is_outlier,ITA_Cleaned,OGC_is_outlier,OGC_Cleaned,KDC_is_outlier,KDC_Cleaned,PVD_is_outlier,PVD_Cleaned,PPC_is_outlier,PPC_Cleaned,PVT_is_outlier,PVT_Cleaned,VCB_is_outlier,VCB_Cleaned,SSI_is_outlier,SSI_Cleaned,STB_is_outlier,STB_Cleaned,REE_is_outlier,REE_Cleaned,VIC_is_outlier,VIC_Cleaned,VNM_is_outlier,VNM_Cleaned,NGANHANG_is_outlier,NGANHANG_Cleaned,KHOANGSAN_is_outlier,KHOANGSAN_Cleaned,NANGLUONG_is_outlier,NANGLUONG_Cleaned,VN30_is_outlier,VN30_Cleaned,UPCOM_is_outlier,UPCOM_Cleaned,CONGNGHE_is_outlier,CONGNGHE_Cleaned
2012-05-23,441.5,47.335,8.415,15.765,15.725,18.75,12.23,15.635,11.92,20.39,21.835,12.16,13.805,5.91,8.05,3.905,9.665,63.77,7.09,11.9,12.935,21.67,7.075,4.415,18.415,13.35,16.95,10.86,25.72,28.885,466.83,354.72,504.08,504.85,36.3,426.94,False,441.5,False,47.335,False,8.415,False,15.765,False,15.725,False,18.75,False,12.23,False,15.635,False,11.92,False,20.39,False,21.835,False,12.16,False,13.805,False,5.91,False,8.05,False,3.905,False,9.665,False,63.77,False,7.09,False,11.9,False,12.935,False,21.67,False,7.075,False,4.415,False,18.415,False,13.35,False,16.95,False,10.86,False,25.72,False,28.885,False,466.83,False,354.72,False,504.08,False,504.85,False,36.3,False,426.94
2012-05-24,430.6,45.585,8.16,15.17,14.715,18.335,11.965,15.59,11.56,20.25,21.75,11.685,13.795,5.775,8.375,3.825,9.53,63.295,6.82,11.45,12.8,21.755,6.82,4.235,17.76,12.895,16.72,10.595,25.725,28.65,454.61,351.035,492.8,511.0,36.3,420.45,False,430.6,False,45.585,False,8.16,False,15.17,False,14.715,False,18.335,False,11.965,False,15.59,False,11.56,False,20.25,False,21.75,False,11.685,False,13.795,False,5.775,False,8.375,False,3.825,False,9.53,False,63.295,False,6.82,False,11.45,False,12.8,False,21.755,False,6.82,False,4.235,False,17.76,False,12.895,False,16.72,False,10.595,False,25.725,False,28.65,False,454.61,False,351.035,False,492.8,False,511.0,False,36.3,False,420.45
2012-05-25,434.7,46.245,8.18,15.36,14.45,18.995,11.27,15.59,11.57,20.465,22.225,11.965,14.19,5.94,8.26,3.86,9.7,64.085,6.955,11.54,12.855,22.145,6.89,4.27,16.99,13.195,16.95,11.025,25.605,28.395,459.815,351.72,503.94,516.4,36.35,424.05,False,434.7,False,46.245,False,8.18,False,15.36,False,14.45,False,18.995,False,11.27,False,15.59,False,11.57,False,20.465,False,22.225,False,11.965,False,14.19,False,5.94,False,8.26,False,3.86,False,9.7,False,64.085,False,6.955,False,11.54,False,12.855,False,22.145,False,6.89,False,4.27,False,16.99,False,13.195,False,16.95,False,11.025,False,25.605,False,28.395,False,459.815,False,351.72,False,503.94,False,516.4,False,36.35,False,424.05
2012-05-28,438.3,47.3,8.695,15.77,14.93,19.27,11.235,15.715,12.19,20.645,22.425,12.41,14.585,6.0,8.085,4.02,9.86,63.77,7.135,11.68,13.1,22.135,7.115,4.385,17.245,13.66,17.08,11.35,25.47,28.485,467.87,352.57,512.94,510.45,36.65,429.095,False,438.3,False,47.3,False,8.695,False,15.77,False,14.93,False,19.27,False,11.235,False,15.715,False,12.19,False,20.645,False,22.425,False,12.41,False,14.585,False,6.0,False,8.085,False,4.02,False,9.86,False,63.77,False,7.135,False,11.68,False,13.1,False,22.135,False,7.115,False,4.385,False,17.245,False,13.66,False,17.08,False,11.35,False,25.47,False,28.485,False,467.87,False,352.57,False,512.94,False,510.45,False,36.65,False,429.095
2012-05-29,431.0,44.745,8.8,15.29,14.265,18.965,11.53,15.72,12.165,20.495,21.71,12.325,14.47,5.85,7.795,4.04,9.795,63.45,7.045,11.635,12.905,21.875,6.955,4.385,17.7,13.63,16.845,11.19,25.855,28.56,456.69,349.095,504.705,513.85,36.4,424.51,False,431.0,False,44.745,False,8.8,False,15.29,False,14.265,False,18.965,False,11.53,False,15.72,False,12.165,False,20.495,False,21.71,False,12.325,False,14.47,False,5.85,False,7.795,False,4.04,False,9.795,False,63.45,False,7.045,False,11.635,False,12.905,False,21.875,False,6.955,False,4.385,False,17.7,False,13.63,False,16.845,False,11.19,False,25.855,False,28.56,False,456.69,False,349.095,False,504.705,False,513.85,False,36.4,False,424.51
2012-05-30,434.85,45.06,9.33,15.395,14.28,19.18,11.095,15.895,12.465,20.605,21.87,12.61,14.505,5.85,7.865,4.19,9.865,63.77,7.045,11.76,13.055,21.635,7.115,4.385,17.185,13.815,17.12,11.22,25.98,28.4,459.645,348.94,508.675,509.05,36.45,427.93,False,434.85,False,45.06,False,9.33,False,15.395,False,14.28,False,19.18,False,11.095,False,15.895,False,12.465,False,20.605,False,21.87,False,12.61,False,14.505,False,5.85,False,7.865,False,4.19,False,9.865,False,63.77,False,7.045,False,11.76,False,13.055,False,21.635,False,7.115,False,4.385,False,17.185,False,13.815,False,17.12,False,11.22,False,25.98,False,28.4,False,459.645,False,348.94,False,508.675,False,509.05,False,36.45,False,427.93
2012-05-31,431.2,45.06,8.965,15.285,14.065,18.78,10.7,15.805,12.025,20.5,21.43,12.3,14.22,5.725,7.98,4.28,9.795,63.92,6.82,11.35,12.95,21.165,6.98,4.27,17.22,13.485,17.025,10.955,26.23,28.56,457.05,346.455,504.32,507.05,36.3,426.065,False,431.2,False,45.06,False,8.965,False,15.285,False,14.065,False,18.78,False,10.7,False,15.805,False,12.025,False,20.5,False,21.43,False,12.3,False,14.22,False,5.725,False,7.98,False,4.28,False,9.795,False,63.92,False,6.82,False,11.35,False,12.95,False,21.165,False,6.98,False,4.27,False,17.22,False,13.485,False,17.025,False,10.955,False,26.23,False,28.56,False,457.05,False,346.455,False,504.32,False,507.05,False,36.3,False,426.065
2012-06-01,430.15,45.105,8.745,15.35,14.095,18.64,10.765,15.945,11.98,20.5,21.32,12.185,14.105,5.725,8.51,4.215,9.9,64.24,6.82,11.265,12.625,21.05,6.945,4.235,17.07,13.35,16.99,10.825,26.23,28.395,457.87,346.89,501.695,498.6,36.2,425.695,False,430.15,False,45.105,False,8.745,False,15.35,False,14.095,False,18.64,False,10.765,False,15.945,False,11.98,False,20.5,False,21.32,False,12.185,False,14.105,False,5.725,False,8.51,False,4.215,False,9.9,False,64.24,False,6.82,False,11.265,False,12.625,False,21.05,False,6.945,False,4.235,False,17.07,False,13.35,False,16.99,False,10.825,False,26.23,False,28.395,False,457.87,False,346.89,False,501.695,False,498.6,False,36.2,False,425.695
2012-06-04,422.1,44.385,8.455,14.915,13.565,18.04,11.3,15.785,11.55,20.4,20.325,11.69,13.83,5.595,8.475,4.005,9.66,64.245,6.595,10.72,12.19,20.23,6.725,4.085,16.985,12.89,16.82,10.395,26.105,28.32,449.75,345.68,485.075,494.3,35.95,419.925,False,422.1,False,44.385,False,8.455,False,14.915,False,13.565,False,18.04,False,11.3,False,15.785,False,11.55,False,20.4,False,20.325,False,11.69,False,13.83,False,5.595,False,8.475,False,4.005,False,9.66,False,64.245,False,6.595,False,10.72,False,12.19,False,20.23,False,6.725,False,4.085,False,16.985,False,12.89,False,16.82,False,10.395,False,26.105,False,28.32,False,449.75,False,345.68,False,485.075,False,494.3,False,35.95,False,419.925
2012-06-05,417.3,42.68,8.325,14.87,13.015,18.005,10.995,15.785,11.21,20.29,20.595,11.77,13.775,5.525,8.185,4.025,9.63,64.085,6.45,10.54,12.19,19.495,6.66,3.98,16.5,12.795,16.85,10.33,23.255,28.235,443.745,346.59,479.755,501.75,35.9,416.31,False,417.3,False,42.68,False,8.325,False,14.87,False,13.015,False,18.005,False,10.995,False,15.785,False,11.21,False,20.29,False,20.595,False,11.77,False,13.775,False,5.525,False,8.185,False,4.025,False,9.63,False,64.085,False,6.45,False,10.54,False,12.19,False,19.495,False,6.66,False,3.98,False,16.5,False,12.795,False,16.85,False,10.33,False,23.255,False,28.235,False,443.745,False,346.59,False,479.755,False,501.75,False,35.9,False,416.31
2012-06-06,424.0,43.715,8.725,14.98,13.54,18.5,11.03,15.92,11.62,20.395,21.635,12.14,13.795,5.58,8.4,4.105,9.73,64.24,6.64,11.27,12.22,19.785,6.755,4.13,16.19,13.11,16.945,10.495,22.675,28.07,450.45,348.785,490.045,509.7,35.8,420.985,False,424.0,False,43.715,False,8.725,False,14.98,False,13.54,False,18.5,False,11.03,False,15.92,False,11.62,False,20.395,False,21.635,False,12.14,False,13.795,False,5.58,False,8.4,False,4.105,False,9.73,False,64.24,False,6.64,False,11.27,False,12.22,False,19.785,False,6.755,False,4.13,False,16.19,False,13.11,False,16.945,False,10.495,False,22.675,False,28.07,False,450.45,False,348.785,False,490.045,False,509.7,False,35.8,False,420.985
2012-06-07,432.65,45.33,9.31,15.385,14.52,18.99,10.8,16.055,12.41,20.52,22.23,12.515,14.05,5.7,8.11,4.205,9.83,63.61,6.865,11.945,12.785,20.26,6.945,4.35,16.635,13.66,16.92,10.765,23.175,28.155,459.875,351.825,501.045,512.0,35.85,427.39,False,432.65,False,45.33,False,9.31,False,15.385,False,14.52,False,18.99,False,10.8,False,16.055,False,12.41,False,20.52,False,22.23,False,12.515,False,14.05,False,5.7,False,8.11,False,4.205,False,9.83,False,63.61,False,6.865,False,11.945,False,12.785,False,20.26,False,6.945,False,4.35,False,16.635,False,13.66,False,16.92,False,10.765,False,23.175,False,28.155,False,459.875,False,351.825,False,501.045,False,512.0,False,35.85,False,427.39
2012-06-08,437.2,46.18,9.785,15.395,15.24,18.97,10.735,16.19,12.865,20.545,22.19,12.805,13.965,5.805,7.865,4.305,9.86,63.77,7.09,12.18,12.94,20.44,6.915,4.455,17.295,13.7,16.85,10.66,23.955,28.07,462.355,354.555,500.645,509.7,35.85,428.63,False,437.2,False,46.18,False,9.785,False,15.395,False,15.24,False,18.97,False,10.735,False,16.19,False,12.865,False,20.545,False,22.19,False,12.805,False,13.965,False,5.805,False,7.865,False,4.305,False,9.86,False,63.77,False,7.09,False,12.18,False,12.94,False,20.44,False,6.915,False,4.455,False,17.295,False,13.7,False,16.85,False,10.66,False,23.955,False,28.07,False,462.355,False,354.555,False,500.645,False,509.7,False,35.85,False,428.63
2012-06-11,433.1,45.325,9.95,15.58,15.77,18.8,10.395,16.19,12.96,20.355,22.15,12.71,13.965,5.775,7.83,4.385,9.76,63.29,7.045,12.09,13.105,20.08,6.79,4.42,17.325,13.605,16.72,10.66,24.095,28.155,456.18,354.46,495.81,507.5,36.05,425.315,False,433.1,False,45.325,False,9.95,False,15.58,False,15.77,False,18.8,False,10.395,False,16.19,False,12.96,False,20.355,False,22.15,False,12.71,False,13.965,False,5.775,False,7.83,False,4.385,False,9.76,False,63.29,False,7.045,False,12.09,False,13.105,False,20.08,False,6.79,False,4.42,False,17.325,False,13.605,False,16.72,False,10.66,False,24.095,False,28.155,False,456.18,False,354.46,False,495.81,False,507.5,False,36.05,False,425.315
2012-06-12,430.45,44.525,9.965,16.06,15.765,18.635,10.335,16.19,12.795,20.35,22.03,12.565,13.935,5.74,7.835,4.585,9.63,63.77,6.82,12.27,12.975,19.9,6.73,4.27,16.895,13.505,16.58,10.535,23.385,27.99,455.715,352.1,491.26,505.4,36.2,422.395,False,430.45,False,44.525,False,9.965,False,16.06,False,15.765,False,18.635,False,10.335,False,16.19,False,12.795,False,20.35,False,22.03,False,12.565,False,13.935,False,5.74,False,7.835,False,4.585,False,9.63,False,63.77,False,6.82,False,12.27,False,12.975,False,19.9,False,6.73,False,4.27,False,16.895,False,13.505,False,16.58,False,10.535,False,23.385,False,27.99,False,455.715,False,352.1,False,491.26,False,505.4,False,36.2,False,422.395
2012-06-13,427.3,43.715,9.8,15.995,15.65,18.64,10.665,16.145,12.575,20.35,22.15,12.43,14.045,5.705,7.835,4.395,9.595,64.085,6.685,12.135,12.95,19.85,6.725,4.2,16.99,13.445,16.075,10.43,23.455,27.905,451.195,351.025,489.925,501.35,36.3,421.065,False,427.3,False,43.715,False,9.8,False,15.995,False,15.65,False,18.64,False,10.665,False,16.145,False,12.575,False,20.35,False,22.15,False,12.43,False,14.045,False,5.705,False,7.835,False,4.395,False,9.595,False,64.085,False,6.685,False,12.135,False,12.95,False,19.85,False,6.725,False,4.2,False,16.99,False,13.445,False,16.075,False,10.43,False,23.455,False,27.905,False,451.195,False,351.025,False,489.925,False,501.35,False,36.3,False,421.065
2012-06-14,426.35,43.805,9.66,16.06,15.43,18.58,11.135,16.19,12.395,20.31,22.11,12.34,14.025,5.695,8.115,4.215,9.595,64.24,6.595,12.32,12.925,19.965,6.725,4.195,16.895,13.325,15.1,10.2,23.595,27.99,448.07,351.965,487.0,504.9,36.3,420.28,False,426.35,False,43.805,False,9.66,False,16.06,False,15.43,False,18.58,False,11.135,False,16.19,False,12.395,False,20.31,False,22.11,False,12.34,False,14.025,False,5.695,False,8.115,False,4.215,False,9.595,False,64.24,False,6.595,False,12.32,False,12.925,False,19.965,False,6.725,False,4.195,False,16.895,False,13.325,False,15.1,False,10.2,False,23.595,False,27.99,False,448.07,False,351.965,False,487.0,False,504.9,False,36.3,False,420.28
2012-06-15,429.35,44.295,9.715,15.95,15.24,18.935,12.035,16.19,12.485,20.31,22.705,12.425,14.335,5.795,7.87,4.245,9.63,65.83,6.685,12.73,13.285,20.61,6.82,4.235,16.815,13.445,15.035,10.07,23.245,28.235,450.385,353.615,489.69,510.6,36.35,422.335,False,429.35,False,44.295,False,9.715,False,15.95,False,15.24,False,18.935,False,12.035,False,16.19,False,12.485,False,20.31,False,22.705,False,12.425,False,14.335,False,5.795,False,7.87,False,4.245,False,9.63,False,65.83,False,6.685,False,12.73,False,13.285,False,20.61,False,6.82,False,4.235,False,16.815,False,13.445,False,15.035,False,10.07,False,23.245,False,28.235,False,450.385,False,353.615,False,489.69,False,510.6,False,36.35,False,422.335
2012-06-18,436.55,46.175,10.225,15.765,15.385,19.32,12.67,16.235,13.12,20.435,23.1,12.68,15.17,5.97,8.05,4.365,9.735,66.465,6.955,13.27,13.67,21.61,7.015,4.35,17.07,13.845,14.9,10.2,23.245,28.73,455.52,354.705,498.22,507.8,36.5,427.445,False,436.55,False,46.175,False,10.225,False,15.765,False,15.385,False,19.32,False,12.67,False,16.235,False,13.12,False,20.435,False,23.1,False,12.68,False,15.17,False,5.97,False,8.05,False,4.365,False,9.735,False,66.465,False,6.955,False,13.27,False,13.67,False,21.61,False,7.015,False,4.35,False,17.07,False,13.845,False,14.9,False,10.2,False,23.245,False,28.73,False,455.52,False,354.705,False,498.22,False,507.8,False,36.5,False,427.445
2012-06-19,432.65,45.01,10.15,15.615,15.025,18.94,12.43,16.235,12.815,20.35,22.86,12.365,15.18,5.885,8.41,4.275,9.665,65.52,6.775,13.0,13.24,21.2,6.945,4.235,17.27,13.635,15.135,10.195,23.46,28.725,451.94,352.475,489.25,507.2,36.35,422.76,False,432.65,False,45.01,False,10.15,False,15.615,False,15.025,False,18.94,False,12.43,False,16.235,False,12.815,False,20.35,False,22.86,False,12.365,False,15.18,False,5.885,False,8.41,False,4.275,False,9.665,False,65.52,False,6.775,False,13.0,False,13.24,False,21.2,False,6.945,False,4.235,False,17.27,False,13.635,False,15.135,False,10.195,False,23.46,False,28.725,False,451.94,False,352.475,False,489.25,False,507.2,False,36.35,False,422.76
2012-06-20,431.7,44.435,10.205,15.505,14.955,19.02,11.76,16.28,12.62,20.455,22.82,12.4,15.01,5.825,8.37,4.285,9.635,65.83,6.73,12.725,13.315,20.82,6.88,4.24,17.075,13.635,15.33,10.265,23.25,28.565,450.785,352.005,485.92,506.15,36.35,423.77,False,431.7,False,44.435,False,10.205,False,15.505,False,14.955,False,19.02,False,11.76,False,16.28,False,12.62,False,20.455,False,22.82,False,12.4,False,15.01,False,5.825,False,8.37,False,4.285,False,9.635,False,65.83,False,6.73,False,12.725,False,13.315,False,20.82,False,6.88,False,4.24,False,17.075,False,13.635,False,15.33,False,10.265,False,23.25,False,28.565,False,450.785,False,352.005,False,485.92,False,506.15,False,36.35,False,423.77
2012-06-21,432.15,44.39,10.295,15.505,14.4,19.025,11.205,16.37,12.65,20.4,22.66,12.375,14.55,5.76,8.48,4.295,9.63,65.515,6.73,12.585,13.185,20.905,6.855,4.235,16.95,13.6,15.135,10.3,23.18,28.565,451.9,352.53,485.015,501.8,36.35,421.525,False,432.15,False,44.39,False,10.295,False,15.505,False,14.4,False,19.025,False,11.205,False,16.37,False,12.65,False,20.4,False,22.66,False,12.375,False,14.55,False,5.76,False,8.48,False,4.295,False,9.63,False,65.515,False,6.73,False,12.585,False,13.185,False,20.905,False,6.855,False,4.235,False,16.95,False,13.6,False,15.135,False,10.3,False,23.18,False,28.565,False,451.9,False,352.53,False,485.015,False,501.8,False,36.35,False,421.525
2012-06-22,428.35,43.805,10.08,15.58,13.9,19.045,11.0,16.28,12.255,20.37,22.54,12.135,14.33,5.775,8.475,4.215,9.535,64.56,6.64,11.945,13.15,21.055,6.725,4.085,17.185,13.385,14.97,10.295,23.25,28.475,448.49,349.965,479.945,500.0,36.3,420.59,False,428.35,False,43.805,False,10.08,False,15.58,False,13.9,False,19.045,False,11.0,False,16.28,False,12.255,False,20.37,False,22.54,False,12.135,False,14.33,False,5.775,False,8.475,False,4.215,False,9.535,False,64.56,False,6.64,False,11.945,False,13.15,False,21.055,False,6.725,False,4.085,False,17.185,False,13.385,False,14.97,False,10.295,False,23.25,False,28.475,False,448.49,False,349.965,False,479.945,False,500.0,False,36.3,False,420.59
2012-06-25,426.35,42.95,9.955,15.395,13.255,19.025,10.7,16.28,12.03,20.37,22.105,11.82,14.045,5.785,8.445,4.095,9.5,64.565,6.46,11.495,13.085,20.845,6.695,4.05,17.045,13.295,15.04,10.265,23.105,28.24,445.18,347.865,474.045,494.5,36.3,418.05,False,426.35,False,42.95,False,9.955,False,15.395,False,13.255,False,19.025,False,10.7,False,16.28,False,12.03,False,20.37,False,22.105,False,11.82,False,14.045,False,5.785,False,8.445,False,4.095,False,9.5,False,64.565,False,6.46,False,11.495,False,13.085,False,20.845,False,6.695,False,4.05,False,17.045,False,13.295,False,15.04,False,10.265,False,23.105,False,28.24,False,445.18,False,347.865,False,474.045,False,494.5,False,36.3,False,418.05
2012-06-26,419.85,41.11,9.4,15.1,13.11,18.805,10.13,16.235,11.46,20.205,21.55,11.335,13.91,5.735,8.335,3.945,9.37,63.92,6.27,11.035,13.135,20.76,6.665,3.83,16.9,12.955,14.935,10.265,23.525,28.325,437.87,344.345,466.835,495.0,36.45,410.935,False,419.85,False,41.11,False,9.4,False,15.1,False,13.11,False,18.805,False,10.13,False,16.235,False,11.46,False,20.205,False,21.55,False,11.335,False,13.91,False,5.735,False,8.335,False,3.945,False,9.37,False,63.92,False,6.27,False,11.035,False,13.135,False,20.76,False,6.665,False,3.83,False,16.9,False,12.955,False,14.935,False,10.265,False,23.525,False,28.325,False,437.87,False,344.345,False,466.835,False,495.0,False,36.45,False,410.935
2012-06-27,420.1,39.765,9.15,15.065,13.37,18.855,9.425,16.28,11.435,20.255,21.825,11.16,13.825,5.78,8.365,3.915,9.4,63.765,6.225,11.125,13.17,20.73,6.6,3.76,16.585,12.865,14.9,10.33,24.03,28.07,435.905,343.525,463.645,491.65,36.4,410.51,False,420.1,False,39.765,False,9.15,False,15.065,False,13.37,False,18.855,False,9.425,False,16.28,False,11.435,False,20.255,False,21.825,False,11.16,False,13.825,False,5.78,False,8.365,False,3.915,False,9.4,False,63.765,False,6.225,False,11.125,False,13.17,False,20.73,False,6.6,False,3.76,False,16.585,False,12.865,False,14.9,False,10.33,False,24.03,False,28.07,False,435.905,False,343.525,False,463.645,False,491.65,False,36.4,False,410.51
2012-06-28,417.05,38.16,8.73,14.91,13.38,18.5,9.49,16.28,11.23,19.88,21.91,10.93,13.545,5.78,8.005,3.765,9.33,62.97,6.09,11.04,13.165,20.995,6.66,3.575,16.615,12.645,14.93,10.37,23.675,27.99,431.96,342.84,460.035,495.1,36.35,403.835,False,417.05,False,38.16,False,8.73,False,14.91,False,13.38,False,18.5,False,9.49,False,16.28,False,11.23,False,19.88,False,21.91,False,10.93,False,13.545,False,5.78,False,8.005,False,3.765,False,9.33,False,62.97,False,6.09,False,11.04,False,13.165,False,20.995,False,6.66,False,3.575,False,16.615,False,12.645,False,14.93,False,10.37,False,23.675,False,27.99,False,431.96,False,342.84,False,460.035,False,495.1,False,36.35,False,403.835
2012-06-29,420.45,39.185,9.15,14.985,13.4,18.855,8.93,16.545,11.735,19.705,22.31,11.135,13.66,5.8,7.91,3.895,9.295,63.445,6.27,11.4,13.61,21.61,6.66,3.58,16.93,12.795,14.9,10.435,23.735,28.315,437.345,344.695,464.495,494.9,36.4,403.495,False,420.45,False,39.185,False,9.15,False,14.985,False,13.4,False,18.855,False,8.93,False,16.545,False,11.735,False,19.705,False,22.31,False,11.135,False,13.66,False,5.8,False,7.91,False,3.895,False,9.295,False,63.445,False,6.27,False,11.4,False,13.61,False,21.61,False,6.66,False,3.58,False,16.93,False,12.795,False,14.9,False,10.435,False,23.735,False,28.315,False,437.345,False,344.695,False,464.495,False,494.9,False,36.4,False,403.495
2012-07-02,421.55,39.27,9.11,14.91,13.185,18.78,8.52,16.5,11.645,19.79,21.91,11.16,13.375,5.755,8.01,3.87,9.265,64.72,6.225,11.31,13.735,21.17,6.795,3.575,16.87,12.705,14.865,10.465,23.455,28.485,436.565,344.55,467.79,488.1,36.45,404.245,False,421.55,False,39.27,False,9.11,False,14.91,False,13.185,False,18.78,False,8.52,False,16.5,False,11.645,False,19.79,False,21.91,False,11.16,False,13.375,False,5.755,False,8.01,False,3.87,False,9.265,False,64.72,False,6.225,False,11.31,False,13.735,False,21.17,False,6.795,False,3.575,False,16.87,False,12.705,False,14.865,False,10.465,False,23.455,False,28.485,False,436.565,False,344.55,False,467.79,False,488.1,False,36.45,False,404.245
2012-07-03,414.55,38.11,8.6,14.8,13.16,18.58,8.12,16.28,11.08,19.665,21.79,10.785,13.145,5.66,7.98,3.69,9.1,64.56,6.0,10.99,13.715,20.375,6.57,3.435,16.385,12.15,14.835,10.37,23.035,28.235,428.355,342.535,458.415,488.15,36.4,398.98,False,414.55,False,38.11,False,8.6,False,14.8,False,13.16,False,18.58,False,8.12,False,16.28,False,11.08,False,19.665,False,21.79,False,10.785,False,13.145,False,5.66,False,7.98,False,3.69,False,9.1,False,64.56,False,6.0,False,10.99,False,13.715,False,20.375,False,6.57,False,3.435,False,16.385,False,12.15,False,14.835,False,10.37,False,23.035,False,28.235,False,428.355,False,342.535,False,458.415,False,488.15,False,36.4,False,398.98
2012-07-04,413.35,37.795,8.71,14.835,13.25,18.58,8.72,16.325,11.01,19.605,21.87,10.7,12.65,5.67,8.41,3.62,9.1,64.565,5.955,11.31,13.585,20.345,6.565,3.32,16.155,11.96,14.865,10.435,22.96,28.315,426.2,342.445,458.555,486.3,36.4,396.285,False,413.35,False,37.795,False,8.71,False,14.835,False,13.25,False,18.58,False,8.72,False,16.325,False,11.01,False,19.605,False,21.87,False,10.7,False,12.65,False,5.67,False,8.41,False,3.62,False,9.1,False,64.565,False,5.955,False,11.31,False,13.585,False,20.345,False,6.565,False,3.32,False,16.155,False,11.96,False,14.865,False,10.435,False,22.96,False,28.315,False,426.2,False,342.445,False,458.555,False,486.3,False,36.4,False,396.285
2012-07-05,411.1,37.66,8.595,14.76,13.02,18.555,8.325,16.325,10.965,19.665,21.83,10.7,12.64,5.605,8.69,3.575,8.935,63.93,5.865,11.45,13.515,20.29,6.47,3.17,16.185,11.9,14.93,10.4,22.96,28.4,425.605,341.6,457.65,491.35,36.55,394.59,False,411.1,False,37.66,False,8.595,False,14.76,False,13.02,False,18.555,False,8.325,False,16.325,False,10.965,False,19.665,False,21.83,False,10.7,False,12.64,False,5.605,False,8.69,False,3.575,False,8.935,False,63.93,False,5.865,False,11.45,False,13.515,False,20.29,False,6.47,False,3.17,False,16.185,False,11.9,False,14.93,False,10.4,False,22.96,False,28.4,False,425.605,False,341.6,False,457.65,False,491.35,False,36.55,False,394.59
2012-07-06,415.75,39.005,9.09,14.835,13.13,18.83,8.29,16.54,11.53,19.77,22.27,11.25,12.87,5.635,8.875,3.78,9.03,64.565,6.135,12.045,13.6,20.555,6.53,3.365,16.3,12.335,14.93,10.665,22.96,28.32,430.735,344.22,464.65,485.5,36.55,399.39,False,415.75,False,39.005,False,9.09,False,14.835,False,13.13,False,18.83,False,8.29,False,16.54,False,11.53,False,19.77,False,22.27,False,11.25,False,12.87,False,5.635,False,8.875,False,3.78,False,9.03,False,64.565,False,6.135,False,12.045,False,13.6,False,20.555,False,6.53,False,3.365,False,16.3,False,12.335,False,14.93,False,10.665,False,22.96,False,28.32,False,430.735,False,344.22,False,464.65,False,485.5,False,36.55,False,399.39
2012-07-09,410.95,38.295,9.0,14.84,12.865,18.555,8.025,16.495,11.22,19.505,22.3,11.185,12.42,5.55,8.865,3.75,8.895,63.135,5.955,11.315,13.34,20.315,6.5,3.355,16.155,12.025,14.93,10.53,22.535,28.075,427.275,342.455,461.17,481.85,36.55,393.535,False,410.95,False,38.295,False,9.0,False,14.84,False,12.865,False,18.555,False,8.025,False,16.495,False,11.22,False,19.505,False,22.3,False,11.185,False,12.42,False,5.55,False,8.865,False,3.75,False,8.895,False,63.135,False,5.955,False,11.315,False,13.34,False,20.315,False,6.5,False,3.355,False,16.155,False,12.025,False,14.93,False,10.53,False,22.535,False,28.075,False,427.275,False,342.455,False,461.17,False,481.85,False,36.55,False,393.535
2012-07-10,407.65,37.525,8.76,14.765,12.705,18.365,7.325,16.405,10.92,19.54,22.43,11.245,12.28,5.45,9.4,3.645,8.73,62.965,5.865,10.995,13.07,19.93,6.375,3.33,16.04,11.84,14.9,10.43,22.115,27.91,423.395,340.645,453.785,480.95,36.6,394.665,False,407.65,False,37.525,False,8.76,False,14.765,False,12.705,False,18.365,False,7.325,False,16.405,False,10.92,False,19.54,False,22.43,False,11.245,False,12.28,False,5.45,False,9.4,False,3.645,False,8.73,False,62.965,False,5.865,False,10.995,False,13.07,False,19.93,False,6.375,False,3.33,False,16.04,False,11.84,False,14.9,False,10.43,False,22.115,False,27.91,False,423.395,False,340.645,False,453.785,False,480.95,False,36.6,False,394.665
