Year,VNINDEX,VNINDEX_cleaned,VNINDEX_is_outlier,BVH,BVH_cleaned,BVH_is_outlier,CSM,CSM_cleaned,CSM_is_outlier,CTG,CTG_cleaned,CTG_is_outlier,CII,CII_cleaned,CII_is_outlier,DPM,DPM_cleaned,DPM_is_outlier,FLC,FLC_cleaned,FLC_is_outlier,EIB,EIB_cleaned,EIB_is_outlier,DRC,DRC_cleaned,DRC_is_outlier,FPT,FPT_cleaned,FPT_is_outlier,HAG,HAG_cleaned,HAG_is_outlier,HCM,HCM_cleaned,HCM_is_outlier,GMD,GMD_cleaned,GMD_is_outlier,HPG,HPG_cleaned,HPG_is_outlier,IJC,IJC_cleaned,IJC_is_outlier,HSG,HSG_cleaned,HSG_is_outlier,MBB,MBB_cleaned,MBB_is_outlier,MSN,MSN_cleaned,MSN_is_outlier,ITA,ITA_cleaned,ITA_is_outlier,OGC,OGC_cleaned,OGC_is_outlier,KDC,KDC_cleaned,KDC_is_outlier,PVD,PVD_cleaned,PVD_is_outlier,PPC,PPC_cleaned,PPC_is_outlier,PVT,PVT_cleaned,PVT_is_outlier,VCB,VCB_cleaned,VCB_is_outlier,SSI,SSI_cleaned,SSI_is_outlier,STB,STB_cleaned,STB_is_outlier,REE,REE_cleaned,REE_is_outlier,VIC,VIC_cleaned,VIC_is_outlier,VNM,VNM_cleaned,VNM_is_outlier,NGANHANG,NGANHANG_cleaned,NGANHANG_is_outlier,KHOANGSAN,KHOANGSAN_cleaned,KHOANGSAN_is_outlier,NANGLUONG,NANGLUONG_cleaned,NANGLUONG_is_outlier,VN30,VN30_cleaned,VN30_is_outlier,UPCOM,UPCOM_cleaned,UPCOM_is_outlier,CONGNGHE,CONGNGHE_cleaned,CONGNGHE_is_outlier
2012-01-03,351.65,351.65,False,36.775,36.775,False,3.08,3.08,False,10.015,10.015,False,9.965,9.965,False,12.155,,True,11.375,11.375,False,11.315,11.315,False,5.225,5.225,False,15.83,15.83,False,13.425,13.425,False,7.885,7.885,False,9.63,9.63,False,3.745,3.745,False,8.83,8.83,False,1.73,1.73,False,6.65,6.65,False,57.245,57.245,False,4.76,4.76,False,7.16,7.16,False,8.62,8.62,False,18.785,18.785,False,4.415,4.415,False,2.33,2.33,False,11.23,11.23,False,8.505,8.505,False,10.195,10.195,False,6.64,6.64,False,24.97,24.97,False,28.51,28.51,False,352.715,352.715,False,350.835,350.835,False,350.455,350.455,False,380.15,,True,33.7,33.7,False,345.5,345.5,False
2012-01-04,349.05,349.05,False,37.35,37.35,False,3.025,3.025,False,9.96,9.96,False,9.615,9.615,False,11.85,,True,12.275,12.275,False,11.24,11.24,False,5.195,5.195,False,16.08,16.08,False,13.19,13.19,False,7.665,7.665,False,9.49,9.49,False,3.675,3.675,False,9.045,9.045,False,1.69,1.69,False,6.62,6.62,False,56.61,56.61,False,4.795,4.795,False,6.84,6.84,False,8.48,8.48,False,18.29,18.29,False,4.33,4.33,False,2.41,2.41,False,11.585,11.585,False,8.255,8.255,False,10.5,10.5,False,6.785,6.785,False,25.095,25.095,False,28.03,28.03,False,353.56,353.56,False,350.535,350.535,False,347.66,347.66,False,372.25,,True,33.55,33.55,False,346.55,346.55,False
2012-01-05,344.0,344.0,False,36.6,36.6,False,2.96,2.96,False,10.105,10.105,False,9.49,9.49,False,11.72,,True,12.73,12.73,False,11.28,11.28,False,5.165,5.165,False,15.85,15.85,False,12.845,12.845,False,7.49,7.49,False,9.355,9.355,False,3.545,3.545,False,8.47,8.47,False,1.67,1.67,False,6.62,6.62,False,55.015,55.015,False,4.655,4.655,False,6.615,6.615,False,8.27,8.27,False,17.795,17.795,False,4.29,4.29,False,2.445,2.445,False,11.61,11.61,False,8.125,8.125,False,10.66,10.66,False,6.845,6.845,False,25.155,25.155,False,26.99,26.99,False,354.9,354.9,False,349.045,349.045,False,345.34,345.34,False,365.7,,True,33.65,33.65,False,341.605,341.605,False
2012-01-06,338.35,338.35,False,34.94,34.94,False,2.92,2.92,False,10.275,10.275,False,9.345,9.345,False,11.62,,True,13.065,13.065,False,11.2,11.2,False,5.125,5.125,False,15.83,15.83,False,12.25,12.25,False,7.295,7.295,False,9.435,9.435,False,3.455,3.455,False,8.085,8.085,False,1.63,1.63,False,6.59,6.59,False,53.75,53.75,False,4.515,4.515,False,6.39,6.39,False,8.175,8.175,False,17.79,17.79,False,4.23,4.23,False,2.48,2.48,False,11.09,11.09,False,7.885,7.885,False,10.63,10.63,False,6.7,6.7,False,25.03,25.03,False,26.51,26.51,False,347.95,347.95,False,347.365,347.365,False,340.605,340.605,False,362.75,,True,33.6,33.6,False,342.75,342.75,False
2012-01-09,335.8,335.8,False,32.825,32.825,False,2.925,2.925,False,10.27,10.27,False,9.09,9.09,False,11.69,,True,12.93,12.93,False,11.28,11.28,False,5.08,5.08,False,15.85,15.85,False,12.32,12.32,False,7.21,7.21,False,9.38,9.38,False,3.355,3.355,False,7.795,7.795,False,1.64,1.64,False,6.62,6.62,False,51.845,51.845,False,4.585,4.585,False,6.48,6.48,False,7.865,7.865,False,17.645,17.645,False,4.295,4.295,False,2.41,2.41,False,11.065,11.065,False,7.67,7.67,False,10.995,10.995,False,6.785,6.785,False,24.34,24.34,False,25.55,25.55,False,343.365,343.365,False,345.505,345.505,False,339.34,339.34,False,369.95,,True,33.6,33.6,False,342.985,342.985,False
2012-01-10,341.0,341.0,False,32.875,32.875,False,3.045,3.045,False,10.59,10.59,False,9.03,9.03,False,11.975,,True,13.385,13.385,False,11.4,11.4,False,5.125,5.125,False,16.015,16.015,False,12.635,12.635,False,7.435,7.435,False,9.575,9.575,False,3.425,3.425,False,7.62,7.62,False,1.71,1.71,False,6.68,6.68,False,53.745,53.745,False,4.655,4.655,False,6.615,6.615,False,7.94,7.94,False,17.7,17.7,False,4.36,4.36,False,2.41,2.41,False,10.935,10.935,False,8.065,8.065,False,11.435,11.435,False,6.985,6.985,False,23.705,23.705,False,25.55,25.55,False,347.455,347.455,False,345.31,345.31,False,344.485,344.485,False,377.15,,True,33.45,33.45,False,345.905,345.905,False
2012-01-11,348.05,348.05,False,35.105,35.105,False,3.075,3.075,False,10.845,10.845,False,9.215,9.215,False,12.26,,True,14.295,14.295,False,11.585,11.585,False,5.255,5.255,False,16.115,16.115,False,12.525,12.525,False,7.63,7.63,False,9.38,9.38,False,3.425,3.425,False,7.505,7.505,False,1.7,1.7,False,6.81,6.81,False,56.135,56.135,False,4.725,4.725,False,6.705,6.705,False,8.08,8.08,False,18.495,18.495,False,4.39,4.39,False,2.515,2.515,False,11.04,11.04,False,8.375,8.375,False,12.0,12.0,False,6.995,6.995,False,24.155,24.155,False,25.63,25.63,False,358.445,358.445,False,345.055,345.055,False,346.18,346.18,False,381.05,,True,33.45,33.45,False,348.14,348.14,False
2012-01-12,348.3,348.3,False,37.34,37.34,False,2.975,2.975,False,10.955,10.955,False,9.155,9.155,False,12.15,,True,14.49,14.49,False,12.05,12.05,False,5.195,5.195,False,16.065,16.065,False,12.42,12.42,False,7.465,7.465,False,9.46,9.46,False,3.485,3.485,False,6.975,6.975,False,1.69,1.69,False,6.87,6.87,False,58.2,58.2,False,4.55,4.55,False,6.48,6.48,False,7.84,7.84,False,18.735,18.735,False,4.36,4.36,False,2.445,2.445,False,11.205,11.205,False,8.155,8.155,False,11.97,11.97,False,6.81,6.81,False,24.965,24.965,False,25.79,25.79,False,366.625,366.625,False,344.075,344.075,False,342.065,342.065,False,386.3,386.3,False,33.4,33.4,False,345.55,345.55,False
2012-01-13,351.8,351.8,False,39.18,39.18,False,3.02,3.02,False,11.625,11.625,False,9.37,9.37,False,12.205,,True,14.62,14.62,False,12.055,12.055,False,5.14,5.14,False,16.17,16.17,False,12.465,12.465,False,7.63,7.63,False,9.74,9.74,False,3.615,3.615,False,6.9,6.9,False,1.7,1.7,False,7.02,7.02,False,59.63,59.63,False,4.62,4.62,False,6.57,6.57,False,7.815,7.815,False,19.085,19.085,False,4.45,4.45,False,2.445,2.445,False,11.415,11.415,False,8.285,8.285,False,11.91,11.91,False,6.84,6.84,False,24.465,24.465,False,25.87,25.87,False,373.22,373.22,False,344.04,344.04,False,344.675,344.675,False,392.75,392.75,False,33.4,33.4,False,347.645,347.645,False
2012-01-16,358.15,358.15,False,39.4,39.4,False,3.09,3.09,False,11.97,11.97,False,9.525,9.525,False,12.155,,True,14.495,14.495,False,11.835,11.835,False,5.345,5.345,False,16.585,16.585,False,12.8,12.8,False,7.89,7.89,False,9.765,9.765,False,3.685,3.685,False,6.87,6.87,False,1.77,1.77,False,7.205,7.205,False,63.125,63.125,False,4.725,4.725,False,6.75,6.75,False,7.835,7.835,False,19.29,19.29,False,4.48,4.48,False,2.515,2.515,False,11.525,11.525,False,8.625,8.625,False,11.845,11.845,False,6.925,6.925,False,24.275,24.275,False,25.71,25.71,False,374.36,374.36,False,344.115,344.115,False,344.92,344.92,False,396.1,396.1,False,33.35,33.35,False,352.52,352.52,False
2012-01-17,360.3,360.3,False,39.755,39.755,False,3.11,3.11,False,12.19,12.19,False,9.625,9.625,False,12.18,,True,14.305,14.305,False,11.705,11.705,False,5.57,5.57,False,16.425,16.425,False,12.805,12.805,False,7.915,7.915,False,9.54,9.54,False,3.66,3.66,False,6.865,6.865,False,1.8,1.8,False,7.21,7.21,False,64.565,64.565,False,4.69,4.69,False,6.75,6.75,False,8.155,8.155,False,18.995,18.995,False,4.51,4.51,False,2.445,2.445,False,11.58,11.58,False,8.565,8.565,False,11.91,11.91,False,6.99,6.99,False,24.34,24.34,False,25.87,25.87,False,375.255,375.255,False,344.34,344.34,False,345.875,345.875,False,398.45,398.45,False,33.5,33.5,False,349.59,349.59,False
2012-01-18,361.9,361.9,False,42.08,42.08,False,3.13,3.13,False,12.57,12.57,False,9.715,9.715,False,12.385,,True,14.79,14.79,False,11.745,11.745,False,5.525,5.525,False,16.345,16.345,False,12.665,12.665,False,7.935,7.935,False,9.815,9.815,False,3.65,3.65,False,7.225,7.225,False,1.85,1.85,False,7.14,7.14,False,62.975,62.975,False,4.69,4.69,False,6.75,6.75,False,8.35,8.35,False,19.495,19.495,False,4.58,4.58,False,2.445,2.445,False,11.83,11.83,False,8.5,8.5,False,11.94,11.94,False,6.99,6.99,False,24.025,24.025,False,26.59,26.59,False,383.065,383.065,False,345.125,345.125,False,349.185,349.185,False,405.9,405.9,False,33.65,33.65,False,348.835,348.835,False
2012-01-19,368.2,368.2,False,43.395,43.395,False,3.145,3.145,False,12.905,12.905,False,10.01,10.01,False,12.735,,True,15.04,15.04,False,11.835,11.835,False,5.66,5.66,False,16.345,16.345,False,12.94,12.94,False,8.19,8.19,False,9.845,9.845,False,3.735,3.735,False,7.155,7.155,False,1.93,1.93,False,7.235,7.235,False,64.565,64.565,False,4.76,4.76,False,6.885,6.885,False,8.56,8.56,False,19.815,19.815,False,4.675,4.675,False,2.445,2.445,False,11.81,11.81,False,8.745,8.745,False,12.04,12.04,False,7.105,7.105,False,24.155,24.155,False,27.23,27.23,False,390.05,390.05,False,346.285,346.285,False,356.19,356.19,False,414.4,414.4,False,33.8,33.8,False,350.625,350.625,False
2012-01-20,375.55,375.55,False,45.145,45.145,False,3.16,3.16,False,13.135,13.135,False,10.315,10.315,False,13.33,,True,14.91,14.91,False,12.095,12.095,False,5.69,5.69,False,16.24,16.24,False,13.525,13.525,False,8.33,8.33,False,9.82,9.82,False,3.835,3.835,False,7.295,7.295,False,2.0,2.0,False,7.3,7.3,False,65.84,65.84,False,4.9,4.9,False,7.02,7.02,False,8.96,8.96,False,20.285,20.285,False,4.675,4.675,False,2.515,2.515,False,11.8,11.8,False,8.9,8.9,False,12.14,12.14,False,7.19,7.19,False,24.465,24.465,False,27.23,27.23,False,398.805,398.805,False,346.76,346.76,False,358.43,358.43,False,417.0,417.0,False,33.95,33.95,False,349.855,349.855,False
2012-01-30,379.0,379.0,False,44.135,44.135,False,3.16,3.16,False,13.315,13.315,False,10.405,10.405,False,13.63,,True,14.625,14.625,False,12.35,12.35,False,5.615,5.615,False,16.29,16.29,False,13.875,13.875,False,8.415,8.415,False,9.84,9.84,False,3.97,3.97,False,7.48,7.48,False,2.05,2.05,False,7.3,7.3,False,66.15,66.15,False,4.83,4.83,False,6.93,6.93,False,9.335,9.335,False,21.02,21.02,False,4.71,4.71,False,2.595,2.595,False,12.165,12.165,False,8.995,8.995,False,12.28,12.28,False,7.275,7.275,False,25.59,25.59,False,26.99,26.99,False,400.075,400.075,False,346.66,346.66,False,360.44,360.44,False,431.45,431.45,False,33.9,33.9,False,352.505,352.505,False
2012-01-31,390.95,390.95,False,46.675,46.675,False,3.265,3.265,False,13.395,13.395,False,10.535,10.535,False,14.175,14.175,False,14.85,14.85,False,12.78,12.78,False,5.645,5.645,False,16.455,16.455,False,14.775,14.775,False,8.72,8.72,False,10.125,10.125,False,4.125,4.125,False,7.935,7.935,False,2.08,2.08,False,7.485,7.485,False,69.01,69.01,False,5.04,5.04,False,7.245,7.245,False,9.715,9.715,False,22.135,22.135,False,4.805,4.805,False,2.63,2.63,False,12.605,12.605,False,9.515,9.515,False,12.61,12.61,False,7.595,7.595,False,26.23,26.23,False,27.23,27.23,False,413.19,413.19,False,348.64,348.64,False,367.61,367.61,False,428.75,428.75,False,34.0,34.0,False,357.14,357.14,False
2012-02-01,386.9,386.9,False,45.36,45.36,False,3.39,3.39,False,12.995,12.995,False,10.4,10.4,False,13.845,14.34,True,14.88,14.88,False,12.825,12.825,False,5.63,5.63,False,16.465,16.465,False,15.29,15.29,False,8.44,8.44,False,10.09,10.09,False,4.125,4.125,False,8.26,8.26,False,1.99,1.99,False,7.36,7.36,False,66.79,66.79,False,5.04,5.04,False,7.2,7.2,False,9.535,9.535,False,22.495,22.495,False,4.835,4.835,False,2.63,2.63,False,12.925,12.925,False,9.34,9.34,False,12.78,12.78,False,7.48,7.48,False,26.61,26.61,False,27.07,27.07,False,408.535,408.535,False,348.005,348.005,False,367.75,367.75,False,440.5,440.5,False,34.05,34.05,False,355.1,355.1,False
2012-02-02,397.7,397.7,False,47.115,47.115,False,3.595,3.595,False,13.74,13.74,False,10.495,10.495,False,14.505,14.505,False,15.955,15.955,False,13.345,13.345,False,5.915,5.915,False,16.5,16.5,False,16.155,16.155,False,8.695,8.695,False,10.64,10.64,False,4.36,4.36,False,8.005,8.005,False,1.99,1.99,False,7.635,7.635,False,68.06,68.06,False,5.345,5.345,False,7.66,7.66,False,9.925,9.925,False,22.875,22.875,False,4.965,4.965,False,2.77,2.77,False,13.505,13.505,False,9.71,9.71,False,12.81,12.81,False,7.775,7.775,False,27.49,27.49,False,27.55,27.55,False,420.02,420.02,False,349.975,349.975,False,373.705,373.705,False,452.25,452.25,False,34.35,34.35,False,357.135,357.135,False
2012-02-03,406.55,406.55,False,49.745,49.745,False,3.785,3.785,False,14.285,14.285,False,10.515,10.515,False,14.87,14.87,False,16.12,16.12,False,13.82,13.82,False,6.065,6.065,False,16.59,16.59,False,16.81,16.81,False,8.695,8.695,False,10.675,10.675,False,4.54,4.54,False,7.62,7.62,False,2.04,2.04,False,7.975,7.975,False,71.24,71.24,False,5.485,5.485,False,7.93,7.93,False,10.35,10.35,False,23.195,23.195,False,5.03,5.03,False,2.815,2.815,False,13.095,13.095,False,9.86,9.86,False,12.68,12.68,False,8.035,8.035,False,27.745,27.745,False,27.47,27.47,False,431.26,431.26,False,351.855,351.855,False,379.98,379.98,False,445.5,445.5,False,34.65,34.65,False,357.265,357.265,False
2012-02-06,398.7,398.7,False,48.435,48.435,False,3.7,3.7,False,13.625,13.625,False,10.29,10.29,False,14.225,14.225,False,17.75,17.75,False,13.52,13.52,False,5.93,5.93,False,16.5,16.5,False,16.95,16.95,False,8.525,8.525,False,10.285,10.285,False,4.485,4.485,False,7.615,7.615,False,1.93,1.93,False,7.85,7.85,False,69.015,69.015,False,5.415,5.415,False,7.885,7.885,False,10.32,10.32,False,22.67,22.67,False,4.965,4.965,False,2.85,2.85,False,13.45,13.45,False,9.585,9.585,False,12.68,12.68,False,7.745,7.745,False,28.5,28.5,False,27.87,27.87,False,424.045,424.045,False,349.73,349.73,False,374.23,374.23,False,446.75,446.75,False,34.55,34.55,False,352.245,352.245,False
2012-02-07,399.25,399.25,False,49.745,49.745,False,3.825,3.825,False,13.54,13.54,False,10.315,10.315,False,14.09,14.09,False,18.885,18.885,False,13.65,13.65,False,6.035,6.035,False,16.5,16.5,False,16.365,16.365,False,8.385,8.385,False,10.285,10.285,False,4.61,4.61,False,7.615,7.615,False,1.99,1.99,False,7.76,7.76,False,67.105,67.105,False,5.59,5.59,False,8.255,8.255,False,10.23,10.23,False,22.9,22.9,False,5.025,5.025,False,2.78,2.78,False,13.83,13.83,False,9.645,9.645,False,12.85,12.85,False,7.77,7.77,False,29.0,29.0,False,28.35,28.35,False,430.44,430.44,False,350.13,350.13,False,377.415,377.415,False,455.5,455.5,False,34.6,34.6,False,351.115,351.115,False
2012-02-08,405.6,405.6,False,52.595,52.595,False,4.03,4.03,False,13.995,13.995,False,10.45,10.45,False,14.325,14.325,False,19.855,18.880540540540544,True,13.955,13.955,False,6.32,6.32,False,16.665,16.665,False,16.67,16.67,False,8.53,8.53,False,10.505,10.505,False,4.735,4.735,False,7.26,7.26,False,2.02,2.02,False,7.915,7.915,False,67.43,67.43,False,5.8,5.8,False,8.525,8.525,False,10.27,10.27,False,23.28,23.28,False,5.22,5.22,False,2.78,2.78,False,13.31,13.31,False,9.925,9.925,False,13.18,13.18,False,8.18,8.18,False,29.255,29.255,False,27.87,27.87,False,443.885,443.885,False,351.0,351.0,False,384.855,384.855,False,464.35,464.35,False,34.65,34.65,False,353.96,353.96,False
2012-02-09,411.9,411.9,False,51.94,51.94,False,4.15,4.15,False,14.22,14.22,False,10.705,10.705,False,14.405,14.405,False,20.825,18.876081081081082,True,14.425,14.425,False,6.435,6.435,False,16.83,16.83,False,16.98,16.98,False,8.585,8.585,False,10.555,10.555,False,4.895,4.895,False,7.12,7.12,False,2.03,2.03,False,8.255,8.255,False,68.69,68.69,False,6.08,6.08,False,8.67,8.67,False,10.28,10.28,False,23.555,23.555,False,5.51,5.51,False,2.745,2.745,False,13.365,13.365,False,9.985,9.985,False,14.125,14.125,False,8.355,8.355,False,29.63,29.63,False,27.71,27.71,False,452.8,452.8,False,351.265,351.265,False,393.82,393.82,False,460.35,460.35,False,34.85,34.85,False,355.26,355.26,False
2012-02-10,406.8,406.8,False,50.845,50.845,False,4.02,4.02,False,13.83,13.83,False,10.605,10.605,False,14.535,14.535,False,22.06,18.871621621621625,True,14.12,14.12,False,6.36,6.36,False,16.91,16.91,False,16.53,16.53,False,8.24,8.24,False,10.375,10.375,False,4.805,4.805,False,7.29,7.29,False,1.97,1.97,False,8.22,8.22,False,67.11,67.11,False,5.8,5.8,False,8.345,8.345,False,10.215,10.215,False,23.555,23.555,False,5.54,5.54,False,2.665,2.665,False,13.695,13.695,False,9.585,9.585,False,14.525,14.525,False,8.185,8.185,False,29.385,29.385,False,27.79,27.79,False,449.3,449.3,False,349.87,349.87,False,391.76,391.76,False,451.8,451.8,False,35.1,35.1,False,354.875,354.875,False
2012-02-13,398.95,398.95,False,48.865,48.865,False,3.805,3.805,False,13.395,13.395,False,10.215,10.215,False,14.81,14.81,False,22.835,18.867162162162163,True,13.52,13.52,False,6.14,6.14,False,16.83,16.83,False,15.84,15.84,False,7.97,7.97,False,10.15,10.15,False,4.575,4.575,False,7.05,7.05,False,1.92,1.92,False,8.065,8.065,False,66.785,66.785,False,5.485,5.485,False,8.03,8.03,False,10.14,10.14,False,23.195,23.195,False,5.155,5.155,False,2.595,2.595,False,13.995,13.995,False,9.275,9.275,False,14.7,14.7,False,8.04,8.04,False,29.635,29.635,False,28.11,28.11,False,437.14,437.14,False,348.305,348.305,False,378.145,378.145,False,449.0,449.0,False,34.8,34.8,False,352.035,352.035,False
2012-02-14,395.7,395.7,False,47.555,47.555,False,3.715,3.715,False,13.195,13.195,False,10.295,10.295,False,14.84,14.84,False,22.295,18.862702702702705,True,13.34,13.34,False,6.26,6.26,False,16.67,16.67,False,15.735,15.735,False,8.08,8.08,False,10.035,10.035,False,4.525,4.525,False,6.935,6.935,False,1.96,1.96,False,8.02,8.02,False,66.475,66.475,False,5.45,5.45,False,8.255,8.255,False,10.215,10.215,False,22.635,22.635,False,5.15,5.15,False,2.595,2.595,False,13.635,13.635,False,9.305,9.305,False,13.49,13.49,False,8.205,8.205,False,29.005,29.005,False,28.11,28.11,False,424.635,424.635,False,347.85,347.85,False,379.08,379.08,False,444.6,444.6,False,34.3,34.3,False,349.605,349.605,False
2012-02-15,397.55,397.55,False,47.335,47.335,False,3.75,3.75,False,13.225,13.225,False,10.13,10.13,False,14.815,14.815,False,22.595,18.858243243243244,True,13.26,13.26,False,6.525,6.525,False,16.75,16.75,False,16.355,16.355,False,8.0,8.0,False,9.925,9.925,False,4.565,4.565,False,6.61,6.61,False,1.99,1.99,False,8.02,8.02,False,67.105,67.105,False,5.555,5.555,False,8.39,8.39,False,10.36,10.36,False,23.135,23.135,False,5.195,5.195,False,2.595,2.595,False,13.425,13.425,False,9.305,9.305,False,12.78,12.78,False,8.18,8.18,False,28.38,28.38,False,27.87,27.87,False,419.58,419.58,False,347.525,347.525,False,383.375,383.375,False,442.5,442.5,False,34.45,34.45,False,351.105,351.105,False
2012-02-16,396.05,396.05,False,47.34,47.34,False,3.75,3.75,False,13.14,13.14,False,9.945,9.945,False,14.715,14.715,False,23.56,18.853783783783786,True,13.17,13.17,False,6.525,6.525,False,16.755,16.755,False,16.08,16.08,False,7.94,7.94,False,9.845,9.845,False,4.52,4.52,False,6.655,6.655,False,1.99,1.99,False,7.955,7.955,False,67.105,67.105,False,5.59,5.59,False,8.66,8.66,False,10.255,10.255,False,22.99,22.99,False,5.255,5.255,False,2.56,2.56,False,13.535,13.535,False,9.335,9.335,False,12.205,12.205,False,8.185,8.185,False,28.255,28.255,False,28.03,28.03,False,414.95,414.95,False,347.49,347.49,False,384.55,384.55,False,451.2,451.2,False,34.55,34.55,False,349.255,349.255,False
2012-02-17,400.7,400.7,False,48.21,48.21,False,3.87,3.87,False,13.285,13.285,False,10.245,10.245,False,14.765,14.765,False,22.965,18.849324324324325,True,13.56,13.56,False,6.48,6.48,False,16.83,16.83,False,16.285,16.285,False,8.14,8.14,False,10.085,10.085,False,4.56,4.56,False,6.935,6.935,False,2.02,2.02,False,8.115,8.115,False,67.425,67.425,False,5.835,5.835,False,9.12,9.12,False,10.48,10.48,False,23.315,23.315,False,5.445,5.445,False,2.63,2.63,False,13.855,13.855,False,9.525,9.525,False,12.335,12.335,False,8.19,8.19,False,28.87,28.87,False,27.95,27.95,False,422.01,422.01,False,349.245,349.245,False,390.17,390.17,False,462.3,462.3,False,34.45,34.45,False,351.315,351.315,False
2012-02-20,411.8,411.8,False,50.84,50.84,False,4.06,4.06,False,13.885,13.885,False,10.355,10.355,False,15.145,15.145,False,22.365,18.844864864864867,True,14.075,14.075,False,6.6,6.6,False,17.315,17.315,False,17.085,17.085,False,8.575,8.575,False,10.04,10.04,False,4.675,4.675,False,7.045,7.045,False,2.1,2.1,False,8.405,8.405,False,69.325,69.325,False,6.22,6.22,False,9.53,9.53,False,10.76,10.76,False,23.17,23.17,False,5.67,5.67,False,2.735,2.735,False,13.69,13.69,False,9.96,9.96,False,12.885,12.885,False,8.585,8.585,False,29.0,29.0,False,28.11,28.11,False,439.185,439.185,False,352.34,352.34,False,398.345,398.345,False,463.65,463.65,False,34.4,34.4,False,360.435,360.435,False
2012-02-21,416.25,416.25,False,51.935,51.935,False,4.05,4.05,False,14.09,14.09,False,10.445,10.445,False,15.325,15.325,False,22.865,18.840405405405406,True,14.295,14.295,False,6.525,6.525,False,17.65,17.65,False,17.605,17.605,False,8.835,8.835,False,10.28,10.28,False,4.78,4.78,False,6.725,6.725,False,2.16,2.16,False,8.47,8.47,False,69.65,69.65,False,6.395,6.395,False,9.53,9.53,False,11.015,11.015,False,23.695,23.695,False,5.665,5.665,False,2.78,2.78,False,13.935,13.935,False,10.295,10.295,False,12.98,12.98,False,8.855,8.855,False,28.87,28.87,False,28.75,28.75,False,447.465,447.465,False,354.425,354.425,False,400.255,400.255,False,465.95,465.95,False,34.5,34.5,False,364.245,364.245,False
2012-02-22,414.5,414.5,False,51.715,51.715,False,3.94,3.94,False,14.25,14.25,False,10.38,10.38,False,15.245,15.245,False,22.995,18.835945945945948,True,14.29,14.29,False,6.42,6.42,False,17.815,17.815,False,17.71,17.71,False,8.81,8.81,False,10.365,10.365,False,4.78,4.78,False,6.8,6.8,False,2.26,2.26,False,8.44,8.44,False,68.695,68.695,False,6.43,6.43,False,9.485,9.485,False,10.92,10.92,False,23.43,23.43,False,5.635,5.635,False,2.735,2.735,False,14.41,14.41,False,10.325,10.325,False,12.58,12.58,False,8.815,8.815,False,28.625,28.625,False,29.31,29.31,False,444.745,444.745,False,354.19,354.19,False,400.0,400.0,False,472.15,472.15,False,34.7,34.7,False,365.465,365.465,False
2012-02-23,420.15,420.15,False,52.38,52.38,False,3.995,3.995,False,14.31,14.31,False,10.66,10.66,False,15.35,15.35,False,22.63,18.831486486486487,True,14.51,14.51,False,6.525,6.525,False,17.81,17.81,False,18.775,18.775,False,9.315,9.315,False,10.45,10.45,False,5.0,5.0,False,6.685,6.685,False,2.4,2.4,False,8.735,8.735,False,68.695,68.695,False,6.745,6.745,False,9.76,9.76,False,11.24,11.24,False,23.575,23.575,False,5.73,5.73,False,2.815,2.815,False,14.985,14.985,False,10.875,10.875,False,12.58,12.58,False,9.115,9.115,False,28.755,28.755,False,29.39,29.39,False,449.585,449.585,False,356.09,356.09,False,404.725,404.725,False,480.25,480.25,False,34.75,34.75,False,367.545,367.545,False
2012-02-24,426.4,426.4,False,53.465,53.465,False,4.015,4.015,False,14.34,14.34,False,11.185,11.185,False,15.525,15.525,False,23.295,18.82702702702703,True,14.645,14.645,False,6.705,6.705,False,17.975,17.975,False,19.5,19.5,False,9.665,9.665,False,10.61,10.61,False,5.25,5.25,False,6.98,6.98,False,2.41,2.41,False,9.175,9.175,False,69.33,69.33,False,6.99,6.99,False,9.85,9.85,False,11.82,11.82,False,24.26,24.26,False,5.79,5.79,False,2.885,2.885,False,15.095,15.095,False,11.13,11.13,False,12.785,12.785,False,9.08,9.08,False,28.5,28.5,False,29.23,29.23,False,458.085,458.085,False,357.54,357.54,False,409.72,409.72,False,481.8,481.8,False,34.65,34.65,False,371.555,371.555,False
2012-02-27,428.25,428.25,False,52.38,52.38,False,3.945,3.945,False,14.34,14.34,False,11.715,11.715,False,15.995,15.995,False,23.465,18.822567567567567,True,14.595,14.595,False,6.915,6.915,False,17.81,17.81,False,19.535,19.535,False,9.645,9.645,False,10.72,10.72,False,5.49,5.49,False,6.905,6.905,False,2.39,2.39,False,9.315,9.315,False,70.29,70.29,False,6.99,6.99,False,9.81,9.81,False,11.83,11.83,False,25.205,25.205,False,5.8,5.8,False,3.03,3.03,False,15.39,15.39,False,11.065,11.065,False,13.585,13.585,False,8.95,8.95,False,28.75,28.75,False,29.15,29.15,False,459.79,459.79,False,358.575,358.575,False,414.8,414.8,False,484.7,484.7,False,34.55,34.55,False,370.84,370.84,False
