Day,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE
2012-01-03,-2.178295351087454,-0.7901901609491533,-2.64549913210072,-2.733440192300604,-1.565471530477017,-3.443043704602359,1.1163658173525262,-0.8219567947389249,-2.2343959854837254,-1.480110443521207,-0.5194409819172607,-1.7586880126024156,-1.6066687430391187,-1.5678107462097373,0.15878828400275052,-2.5353044102931133,-2.4667401028727927,0.2644849441531545,-0.8735194619837074,-0.0049814545029182675,-2.0049225830741055,-1.005770834647147,-2.2363381948201195,-1.6429475201161643,-1.4853110497740605,-1.857491421398604,-1.4676442472808837,-2.368306098221107,-0.732811980561997,-1.480752310754239,-1.3339644127089876,1.8422805796823487,-2.108955643649633,-3.1384522314033605,-1.4424712705855267,-1.2152238479817716
2012-01-04,-2.2067784192126063,-0.738752494871571,-2.6559781368453783,-2.7603117165213185,-1.6223736120325125,-3.443043704602359,1.385018240772073,-0.8655466219144927,-2.2375947228154076,-1.4480449668332136,-0.5563434788013829,-1.7842860361900188,-1.6284571626677293,-1.5770423407756908,0.27501707089478405,-2.5613622997289425,-2.4819948979545488,0.19943206769951763,-0.8515769197004281,-0.0795523464375484,-2.0234768865978503,-1.038498735003775,-2.257263103047192,-1.6209038421848756,-1.4447205134405412,-1.9112422747408504,-1.3351845987250055,-2.3389799233454096,-0.7144191795018404,-1.4952637378273137,-1.3179537542320465,1.838363397886856,-2.121501816060041,-3.2603637741015845,-1.4555481746547416,-1.206802576524267
2012-01-05,-2.262101301532615,-0.8058451027988518,-2.668362415179975,-2.689468607212163,-1.642695784016618,-3.443043704602359,1.5208369659452883,-0.8422987140875235,-2.2407934601470902,-1.4775452053861675,-0.6105194848653063,-1.8046481004074304,-1.649467424452461,-1.59418673068389,-0.03582735916530548,-2.5745369127922646,-2.4819948979545488,0.03603153550494912,-0.9393470888335448,-0.13198500482908507,-2.051308341883468,-1.0712266353604032,-2.2671101186834615,-1.6112597330899368,-1.4418620249663499,-1.9391927184788187,-1.2656975699743809,-2.3268449544313285,-0.7055906349929649,-1.5267051631523092,-1.2925640709668391,1.8189080616359057,-2.1319158124794146,-3.361442331655176,-1.4468302386085985,-1.2464627549598484
2012-01-06,-2.323997199573812,-0.954343408344567,-2.6759835095397264,-2.6064111687117735,-1.6662695035181805,-3.443043704602359,1.6208353679958971,-0.8887945297414629,-2.245058443256,-1.480110443521207,-0.7039534663378704,-1.8273372576782605,-1.637016898950398,-1.606055923697259,-0.2439579775533656,-2.601184814334446,-2.497249693036305,-0.09356199002867435,-1.027117257966662,-0.18441766322062195,-2.0638987621317235,-1.0715572202124906,-2.2818806421378657,-1.601615623994998,-1.5013185852295328,-1.9907935376873753,-1.2787263878651227,-2.3561711293070253,-0.7239834360531215,-1.5412165902253834,-1.4242493684990731,1.796971843581143,-2.153170240516367,-3.4069662621564114,-1.4511892066316698,-1.237279558941903
2012-01-09,-2.351932516388866,-1.1435445626994982,-2.6750308727447574,-2.6088540345500206,-1.707726734365756,-3.443043704602359,1.580537504482965,-0.8422987140875235,-2.249856549253524,-1.4775452053861675,-0.692961233223451,-1.8372274031552889,-1.6455766352330663,-1.6192439159343353,-0.40073169010541143,-2.594485034159372,-2.4819948979545488,-0.2887206193895856,-0.9832321734001034,-0.16344459986400706,-2.104983291362873,-1.0811441809230178,-2.265879241728928,-1.6209038421848756,-1.5041770737037243,-2.0370192715617073,-1.1202091035277608,-2.3389799233454096,-0.8255116979051862,-1.570239444371533,-1.5111237698206976,1.7726853164490843,-2.1588485618398616,-3.295857008051701,-1.4511892066316698,-1.235394798187128
2012-01-10,-2.2949663801385602,-1.1390717221710132,-2.6521675896655026,-2.452510620902229,-1.7174813769181267,-3.443043704602359,1.7163562296561803,-0.7725549906066139,-2.245058443256,-1.4563819907720916,-0.6434961842085642,-1.8110476063043313,-1.6152284793217875,-1.610012321368382,-0.4953365166454387,-2.548285277287809,-2.4514853077910375,-0.0940742174023253,-0.9393470888335448,-0.13198500482908507,-2.095043485903724,-1.0775077475500592,-2.24987784131999,-1.6209038421848756,-1.51904121376952,-1.9520929232809578,-0.9291197744635424,-2.298530026965138,-0.9189471272907819,-1.570239444371533,-1.4336283932873402,1.770139148282014,-2.135753729263278,-3.18474775394699,-1.464266110700884,-1.2119756432767343
2012-01-11,-2.2177334454145883,-0.9395830346005652,-2.6464517688956892,-2.3279244631516445,-1.6874045623816505,-3.443043704602359,1.987993680002611,-0.6650334169068789,-2.231197248152043,-1.4435558000968944,-0.660769693388366,-1.7883584490335012,-1.6455766352330663,-1.610012321368382,-0.5575054026574568,-2.5548116801265808,-2.3853811957700954,0.15077046720270237,-0.8954620042669867,-0.1110119414724704,-2.076489182379979,-1.024944756068202,-2.2424925795927884,-1.591971514900059,-1.507035562177916,-1.8854418651365723,-0.6837437041878993,-2.296507532146124,-0.8527330434742177,-1.5678208731926873,-1.225395095462987,1.7668095437558446,-2.1281452275689516,-3.124563574640271,-1.464266110700884,-1.1940503654600456
2012-01-12,-2.214994688864093,-0.739647062977268,-2.6655045047950683,-2.2741814147102164,-1.6971592049340212,-3.443043704602359,2.046201705076846,-0.3947764884183566,-2.2375947228154076,-1.4499688954344927,-0.6772580430599949,-1.8075569667242035,-1.633126109731003,-1.602099526026136,-0.8440228773215398,-2.5613622997289425,-2.3548716056065833,0.362320372520436,-1.0051747156833828,-0.16344459986400706,-2.1082965598492565,-1.0090766831680185,-2.24987784131999,-1.6112597330899368,-1.488169538248252,-1.9327426160777492,-0.6967725220786412,-2.333923686297876,-0.7335476926044032,-1.5629837308349956,-1.070404342396271,1.7540134165572328,-2.1466166048386586,-3.0435464101889194,-1.4686250787239559,-1.2148228350552237
2012-01-13,-2.1766520971571564,-0.5750465315290061,-2.656930773640348,-1.9468373923851525,-1.6622050691213597,-3.443043704602359,2.085007055126336,-0.39187049993998596,-2.243459074590159,-1.4365013952255354,-0.6701916074864397,-1.7883584490335012,-1.589549270473782,-1.5849551361179366,-0.8845678029815512,-2.5548116801265808,-2.2785976301978046,0.5088174013845319,-0.9612896311168241,-0.1424715365073924,-2.1116098283356393,-0.9859357435219177,-2.2277220561383837,-1.6112597330899368,-1.4641582350650435,-1.904792172339781,-0.7228301578601256,-2.327856201840835,-0.8071188968450296,-1.5605651596561496,-0.9454454161768339,1.7535564120144256,-2.134900858866864,-2.944011036720116,-1.4686250787239559,-1.1980203934328695
2012-01-14,-2.2512558255926525,-0.9073785827954699,-2.6592171019482733,-2.322061585139853,-1.6943953895441826,-3.443043704602359,1.883219234868988,-0.6133068219918721,-2.2414332076134267,-1.4527906573830365,-0.6689353522733631,-1.806509774850165,-1.625811425998541,-1.6052646441630343,-0.6364328579422796,-2.5627511942858576,-2.390466127464014,0.12782268086315202,-0.9569011226601679,-0.142471536507392,-2.0992844695662947,-1.035721822246243,-2.247169912020016,-1.6112597330899368,-1.4965163245928912,-1.9424177696793536,-0.8305350524235935,-2.319159474119077,-0.8275716916239236,-1.5663697304853796,-1.237199403428826,1.7634407674117205,-2.1408529964755227,-3.1185451567095996,-1.4633943170962704,-1.2108528070824
