,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE
2017-01-14,685.0062499999999,61.599999999999994,20.90625,16.60625,31.060000000000002,22.58625,5.106249999999999,9.52875,31.718749999999993,39.08,5.1762500000000005,27.3025,28.212500000000002,29.12375,8.42625,3.3871717175265323,13.23,42.27375,4.047499999999999,1.275,36.212500000000006,21.39375,15.887500000000001,11.05375,38.25625,20.4,9.01125,23.276249999999997,43.09375,125.00124999999998,458.98750000000007,117.04750000000001,1080.55875,641.5975000000001,55.025,664.8162500000001
2017-01-15,686.045,61.73333333333333,20.98333333333333,16.736666666666665,30.998333333333335,22.786666666666665,5.098333333333332,9.518333333333333,31.716666666666658,39.166666666666664,5.155,27.336666666666662,28.46666666666667,29.13166666666667,8.453333333333333,3.3876471976676323,13.26,42.1,4.044999999999999,1.28,36.28333333333334,21.458333333333332,15.955,11.060000000000002,38.175000000000004,20.40833333333333,9.015,23.338333333333335,43.1,125.15333333333331,459.63333333333344,116.90833333333336,1081.93,642.2533333333334,54.961666666666666,669.95
2017-01-16,685.195,61.916666666666664,20.849999999999998,16.785,30.819999999999997,23.433333333333334,5.059999999999999,9.518333333333333,31.683333333333326,38.625,5.11,27.40166666666666,28.725000000000005,28.888333333333332,8.578333333333333,3.3763914627663048,13.236666666666666,41.9,4.036666666666665,1.2933333333333332,37.03333333333334,21.474999999999998,15.875,11.12,37.81666666666666,20.491666666666664,8.955,23.55666666666667,43.11666666666667,125.16666666666667,457.5783333333334,117.04333333333335,1083.07,640.6650000000001,54.475,690.1283333333334
2017-01-17,683.21,61.96666666666667,20.616666666666664,16.889999999999997,30.755,23.578333333333333,5.021666666666666,9.516666666666666,31.599999999999994,38.16166666666667,5.11,27.349999999999998,28.608333333333338,28.483333333333334,8.655000000000001,3.360304084570469,13.258333333333333,41.8,4.019999999999999,1.2983333333333333,37.775000000000006,21.258333333333336,15.826666666666668,11.158333333333333,37.875,20.508333333333333,8.961666666666666,23.611666666666668,42.975,124.97166666666665,458.23166666666674,116.77833333333335,1082.9833333333333,637.8966666666666,53.695,721.745
2017-01-18,682.8216666666667,61.633333333333326,20.39166666666667,17.225,30.558333333333334,23.290000000000003,4.996666666666665,9.491666666666667,31.391666666666662,37.79333333333333,5.0683333333333325,27.271666666666665,28.49166666666667,28.149999999999995,8.61,3.346439670606521,13.348333333333334,41.77833333333333,3.9899999999999984,1.3216666666666665,37.925000000000004,20.958333333333332,15.968333333333334,11.165000000000001,38.15833333333333,20.516666666666666,9.093333333333334,23.745,42.699999999999996,124.57833333333332,462.1616666666667,116.35500000000002,1083.7766666666666,635.88,53.25833333333333,743.6600000000002
2017-01-19,682.74,61.474999999999994,20.25625,17.262500000000003,30.4375,23.16625,4.98875,9.4975,31.162499999999994,37.65625,5.04625,27.23625,28.38125,28.037499999999998,8.556249999999999,3.3402780926736124,13.36375,41.71875,3.959999999999999,1.3275000000000001,37.78125,20.7875,16.03375,11.15,38.18125,20.45625,9.185,23.84375,42.537499999999994,124.53375,462.85375000000005,115.97750000000002,1083.975,634.97,53.30875,747.2737500000001
2017-01-20,683.265,61.4,20.15,17.39,30.375,23.091,4.991999999999999,9.508,30.97,37.643,5.045,27.189,28.275,28.019,8.54,3.3386633761739306,13.362,41.628,3.944999999999999,1.335,37.685,20.69,16.011000000000003,11.138,38.195,20.41,9.252,23.884,42.434999999999995,124.71399999999998,463.7950000000001,115.69000000000001,1083.887,634.715,53.306999999999995,749.94
2017-01-21,683.7175,61.35,20.03125,17.55,30.265,22.9075,4.984999999999999,9.51,30.799999999999997,37.5875,5.025,27.167499999999997,28.175,27.915,8.504999999999999,3.3355463692202454,13.422500000000001,41.57625,3.924999999999999,1.34125,37.60625,20.56875,16.063750000000002,11.1325,38.3875,20.375,9.356250000000001,23.94875,42.275,124.63374999999999,466.3037500000001,115.34000000000002,1083.9212499999999,634.24125,53.24499999999999,757.9275
2017-01-22,684.5116666666667,61.21666666666667,19.933333333333334,17.666666666666668,30.173333333333332,22.848333333333333,4.9866666666666655,9.515,30.60833333333333,37.51,5.010000000000001,27.174999999999997,28.083333333333332,27.865,8.464999999999998,3.3317561007106318,13.430000000000001,41.51333333333333,3.901666666666665,1.3516666666666666,37.41666666666668,20.425,16.12666666666667,11.116666666666665,38.40833333333333,20.349999999999998,9.456666666666669,24.069999999999997,42.15,124.6133333333333,467.4916666666668,115.06000000000002,1084.3466666666666,633.9483333333334,53.34499999999999,761.2633333333334
2017-01-23,685.2416666666667,61.03333333333333,19.816666666666666,17.90833333333333,30.113333333333333,22.74333333333333,5.004999999999999,9.531666666666666,30.33333333333333,37.55166666666667,5.1016666666666675,26.916666666666668,27.875000000000004,27.936666666666667,8.505,3.3339900890842338,13.365,41.401666666666664,3.8833333333333324,1.3583333333333334,37.400000000000006,20.291666666666668,15.976666666666667,11.091666666666669,38.21666666666667,20.183333333333334,9.506666666666666,23.936666666666667,42.00833333333333,125.38333333333333,467.7783333333334,114.72666666666669,1083.5116666666665,633.8816666666668,53.42499999999999,761.5633333333335
